headline,description,date
Is­raeli far-right min­is­ter leads in­cur­sion of Al-Aqsa com­pound,The vis­it comes as some hard­line Is­raeli Jew­ish set­tlers pro­mote the de­struc­tion of the Al-Aqsa Mosque.,27-07-2023
Pales­tin­ian teen killed by Is­raeli forces in oc­cu­pied West Bank,"The shoot­ing oc­curred af­ter Is­raeli forces raid­ed a neigh­bour­hood in the city Qalqiliya overnight, re­sult­ing in clash­es.",26-07-2023
Is­raeli troops kill Pales­tin­ian man dur­ing West Bank raid,The man killed was named by the Pales­tin­ian Health Min­istry as 23-year-old Mo­hammed Abd al-Hakim Nada.,26-07-2023
Er­do­gan: ‘Deeply con­cerned about vi­o­lence of il­le­gal set­tlers’,Vi­o­lence has rocked the oc­cu­pied West Bank in re­cent months as Is­raeli forces ramp up their raids.,26-07-2023
Three Pales­tini­ans killed by Is­raeli forces in oc­cu­pied West Bank,"The oc­cu­pied West Bank is cur­rent­ly ex­pe­ri­enc­ing a pe­ri­od of in­creas­ing vi­o­lence, marked by re­peat­ed Is­raeli raids.",25-07-2023
Pas­sage of Is­rael’s ju­di­cial re­form en­trench­es ‘Jew­ish su­prema­cy’,"New law will make it eas­i­er for the far-right gov­ern­ment to pur­sue poli­cies that harm Pales­tini­ans, ex­perts say.",24-07-2023
An Is­raeli civ­il war?,"The ge­nie is out of the bot­tle, and the fa­nat­ics won’t stop un­til their mes­sian­ic re­demp­tion is com­plete, come what may.",23-07-2023
Pales­tini­ans call for probe into Is­raeli killing of teenag­er,"Fawzi Makhalfeh, 18, was killed by Is­raeli forces in what Pales­tin­ian for­eign min­istry de­nounced as an ‘ex­e­cu­tion’.",22-07-2023
Is­raeli forces kill two Pales­tin­ian teens in oc­cu­pied West Bank,"One of the teens, Muham­mad Fouad Atta al-Bayed, died of a gun­shot wound to the head, Pales­tin­ian health min­istry says.",21-07-2023
Cana­da’s Trudeau ‘con­cerned’ about Ne­tanyahu’s poli­cies,Cana­di­an leader re­it­er­ates op­po­si­tion to il­le­gal set­tle­ments and urges Ne­tanyahu to seek con­sen­sus for ju­di­cial plan.,20-07-2023
Tun­nels un­der Jenin camp: How Pales­tin­ian fight­ers fooled Is­rael,The tun­nels were claimed to have been the first to ever be dis­cov­ered un­der the Jenin refugee camp.,20-07-2023
In­side the evic­tion of Pales­tini­ans los­ing their Jerusalem home,The Sub La­bans lost their home of sev­er­al decades af­ter be­ing forced out by Is­rael at the start of the month.,20-07-2023
"Is­raeli forces kill Pales­tin­ian, in­jure 4 in oc­cu­pied West Bank",Pales­tin­ian health min­istry and Red Cres­cent said that one per­son killed and four wound­ed by Is­raeli forces in Nablus.,20-07-2023
"Is­rael prays for ties with Sau­di Ara­bia, Her­zog tells US Con­gress","Sau­di-Is­raeli nor­mal­i­sa­tion would be a ‘huge sea change’ for the Mid­dle East and the world, Is­raeli pres­i­dent says.",19-07-2023
Shoot­ing the Mes­sen­ger: Jour­nal­ism un­der fire by the Is­raeli army,The Is­raeli army has re­port­ed­ly killed more than 55 jour­nal­ists in the oc­cu­pied Pales­tin­ian ter­ri­to­ry since 2000.,19-07-2023
Is­rael Pres­i­dent Her­zog’s ‘hon­est’ speech to the US Con­gress,Here’s what Her­zog should ad­mit at the Capi­tol on Wednes­day: apartheid against Pales­tini­ans is also cor­rod­ing Is­rael.,19-07-2023
"Is­rael ‘not a racist’ state, US House res­o­lu­tion pro­claims","Mea­sure is the lat­est back­lash against Is­rael’s crit­ics in the US, as Is­raeli Pres­i­dent Her­zog vis­its the White House.",18-07-2023
US groups de­mand Abu Ak­leh probe via Jus­tice for Shireen Act,Dozens of rights or­gan­i­sa­tions re­new calls for jus­tice for Al Jazeera jour­nal­ist who was killed by Is­raeli forces.,18-07-2023
"West Bank ‘not oc­cu­pied’ ter­ri­to­ry, says Ron De­San­tis","Ad­dress­ing Chris­t­ian Zion­ist group, Flori­da gov­er­nor and Re­pub­li­can US pres­i­den­tial can­di­date pledges sup­port to Is­rael.",17-07-2023
"As Her­zog vis­its US, ad­vo­cates urge ac­tion against Is­raeli abus­es","Pres­i­dent Isaac Her­zog will ad­dress Con­gress, but some US law­mak­ers will skip speech in protest against Is­raeli abus­es.",17-07-2023
"Three Is­raelis wound­ed in Pales­tin­ian at­tack, gun­man ar­rest­ed",Is­raeli forces raid­ed Beth­le­hem and ar­rest­ed the sus­pect­ed gun­man and two oth­ers af­ter shoot­ing at­tack near check­point.,16-07-2023
Life as a re­sis­tance fight­er in Jenin: ‘Only death can stop us’,A re­sis­tance fight­er in em­bat­tled Jenin talks to Al Jazeera about his un­wa­ver­ing ded­i­ca­tion to fight oc­cu­pa­tion.,15-07-2023
How Is­rael weaponis­es mu­se­ums to erase Pales­tin­ian ex­is­tence,"Phys­i­cal vi­o­lence isn’t the only way Is­rael tries to deny Pales­tin­ian ex­is­tence. Mu­se­ums are tools of ter­ror, too.",15-07-2023
Is­rael sets record for il­le­gal set­tle­ment ap­provals: Rights group,"Peace Now said that Is­rael has ap­proved the con­struc­tion of al­most 13,000 hous­ing units in il­le­gal set­tle­ments.",14-07-2023
Why do some Pales­tin­ian teens in Jenin dream of ‘mar­tyr­dom’?,"Amid raids, set­tler at­tacks and in­cur­sions into their homes, many young Pales­tini­ans want to join the fight.",14-07-2023
Mid­dle East roundup: Tunisia ex­pels ter­ri­fied Africans to bor­ders,"Turkey to ap­prove Swe­den’s NATO bid, Jenin refugees cop­ing af­ter Is­raeli at­tack – here’s the Mid­dle East this week.",13-07-2023
What the Jenin raids mean for the Pales­tin­ian Au­thor­i­ty,"Af­ter Is­rael’s re­cent raids in Jenin, the Pales­tin­ian Au­thor­i­ty has a fine line to walk as dis­sat­is­fac­tion grows.",13-07-2023
"Is­rael wants to turn Jenin into an­oth­er Gaza, siege by siege","To Pales­tini­ans, Gaza is a sym­bol of re­sis­tance. To Is­rael, Gaza is a tem­plate to pum­mel and iso­late that re­sis­tance.",13-07-2023
What Pales­tini­ans in Jenin camp did to block the Is­raeli army,"Hand­made anti-tank bar­ri­ers, im­pro­vised ex­plo­sives, the peo­ple of Jenin camp try new ways to slow Is­rael’s raids.",13-07-2023
Pales­tin­ian leader Ab­bas vis­its Jenin camp af­ter Is­raeli raid,Pres­i­dent vis­its days af­ter mourn­ers’ anger forces three of his se­nior of­fi­cials to leave a fu­ner­al for those killed.,12-07-2023
Is­rael charges set­tler with ‘ter­ror­ism’ for mosque van­dal­ism,"Is­raelis are rarely pun­ished for crimes com­mit­ted against Pales­tini­ans, par­tic­u­lar­ly in the oc­cu­pied West Bank.",12-07-2023
Is­rael ex­pels Sub La­bans from their home in Jerusalem’s Old City,"The fam­i­ly fought set­tler at­tempts to take their home for about 45 years. On Mon­day night, se­cu­ri­ty forces evict­ed them.",11-07-2023
Pho­tos: Dai­ly life re­turns to Jenin camp af­ter Is­raeli raid,"A week from the Is­raeli of­fen­sive, res­i­dents are slow­ly go­ing back to their lives, re­build­ing what they can. ",11-07-2023
UN told Is­rael turns Pales­tin­ian ter­ri­to­ry into out­door prison,"UN ex­pert says some 800,000 Pales­tini­ans, in­clud­ing chil­dren as young as 12, de­tained by Is­rael since 1967 oc­cu­pa­tion.",11-07-2023
US and Is­rael start joint mil­i­tary ex­er­cise,"The train­ing, which in­cludes midair re­fu­el­ing and ‘long range strate­gic strik­ing’, comes amid ten­sions with Iran.",10-07-2023
Pales­tin­ian killed af­ter al­leged­ly shoot­ing at Is­raeli sol­dier,"Bi­lal Qadah, 33, was killed at a check­point in Deir Nid­ham as vi­o­lence in the West Bank in­ten­si­fies.",10-07-2023
"‘In Pales­tine, there’s no PTSD. Trau­ma is chron­ic and en­dur­ing’",Pales­tini­ans sift through the wreck­age of their de­stroyed homes and of their dam­aged psy­ches.,10-07-2023
EU en­voy blasts Is­rael over dead­ly Jenin raid,Sven Kuehn von Burgs­dorff said the Is­raeli mil­i­tary op­er­a­tion on the Jenin refugee camp vi­o­lat­ed in­ter­na­tion­al law.,08-07-2023
The pil­lage of Jenin: Is­rael’s spin wears thin,"Af­ter the worst at­tack on the West Bank in 20 years, Is­rael falls back on pro­pa­gan­da. But to what ef­fect?",08-07-2023
Is­rael won’t crim­i­nal­ly charge five of­fi­cers for 2021 Gaza at­tack,"Is­rael’s army says five of its of­fi­cers did not obey stan­dard pro­ce­dures, but none crossed the ‘crim­i­nal thresh­old’.",08-07-2023
Why the West­ern me­dia lied about Is­rael’s Jenin siege,"The bru­tal as­sault was an ‘op­er­a­tion’ in their ac­counts, drip­ping with in­sin­cer­i­ty that George Or­well warned about.",08-07-2023
UN chief re­fus­es to re­tract con­dem­na­tion of Is­rael’s Jenin raid,Is­rael’s UN am­bas­sador blasts Sec­re­tary-Gen­er­al An­to­nio Guter­res over his crit­i­cism of Is­raeli mil­i­tary raid on Jenin.,08-07-2023
Analy­sis: Can Is­lam­ic Ji­had sur­vive Is­rael’s as­sas­si­na­tion dri­ve?,"Is­rael has killed se­nior mem­bers of the Pales­tin­ian group’s mil­i­tary coun­cil, dam­ag­ing its mil­i­tary ca­pa­bil­i­ties.",07-07-2023
Mid­dle East roundup: Is­rael pounds West Bank refugee camp,An­gry protests over a Quran burn­ing and the cost of Syr­ia’s nor­mal­i­sa­tion – here’s the Mid­dle East this week.,07-07-2023
"Is­raeli forces kill three Pales­tini­ans in Nablus, Ra­mal­lah",Two of the men were killed dur­ing an Is­raeli army raid in Nablus some lo­cals de­scribed as an ‘in­va­sion’.,07-07-2023
His­to­ry Il­lus­trat­ed: The Jenin refugee camp sto­ry,"Af­ter the lat­est as­saults on the oc­cu­pied West Bank, a look at how the Jenin refugee camp be­came sym­bol of re­sis­tance.",07-07-2023
UN chief Guter­res con­demns Is­rael’s raid on Jenin refugee camp,"UN Sec­re­tary Gen­er­al says as an ‘oc­cu­py­ing pow­er’, it is Is­rael’s re­spon­si­bil­i­ty to pro­tect Pales­tini­ans from vi­o­lence.",07-07-2023
Is Is­rael’s at­tack on Jenin a war crime?,Unit­ed Na­tions ex­perts say Is­raeli forces’ ac­tions amount to ‘egre­gious vi­o­la­tions of in­ter­na­tion­al law’.,06-07-2023
Is­raeli court ac­quits of­fi­cer of killing autis­tic Pales­tin­ian man,The of­fi­cer was charged with reck­less manslaugh­ter for the 2020 killing of 32-year-old Eyad al-Hal­laq.,06-07-2023
Pho­tos: The wreck­age Is­rael left be­hind in Jenin refugee camp,Al Jazeera vis­it­ed the camp af­ter Is­raeli forces pulled out and doc­u­ment­ed the dam­age.,06-07-2023
Is­raeli sol­dier killed in set­tle­ment at­tack; gun­man shot dead,Hamas says at­tack close to il­le­gal Ke­du­mim set­tle­ment in oc­cu­pied West Bank was in re­sponse to Is­rael’s Jenin raid.,06-07-2023
‘Dis­as­ter’: Pales­tin­ian homes used as Is­raeli bases in Jenin,Is­raeli sol­diers used many homes in­side the camp as mil­i­tary bases and caused heavy dam­age to fur­ni­ture and be­long­ings.,06-07-2023
Is­rael at­tacks launch site in Lebanon af­ter rock­ets ‘fired’,Se­cu­ri­ty sources say one rock­et land­ed in Lebanese ter­ri­to­ry and the sec­ond near a dis­put­ed area at the bor­der.,06-07-2023
Did Is­rael achieve its mil­i­tary goals in Jenin?,"Af­ter fail­ing to de­stroy and iso­late Jenin, the Is­raeli army is ex­pect­ed to re­turn to the camp with more lethal force.",06-07-2023
"Be­lieve it or not, jus­tice will pre­vail in Pales­tine","Amid the Is­raeli ag­gres­sion in Jenin, it may be dif­fi­cult to see the tri­umph of the Pales­tin­ian cause, but it is com­ing.",05-07-2023
‘They can’t break our spir­it’: Jenin res­i­dents af­ter Is­rael siege,"De­stroyed homes, cars, streets and memo­ri­als mark Jenin refugee camp as Is­rael pulls out. But so does de­fi­ance.",05-07-2023
Is­rael bombs Gaza fol­low­ing Jenin as­sault,Jets strike po­si­tions in the Gaza Strip af­ter rock­ets are fired to­wards south­ern Is­rael fol­low­ing Is­raeli of­fen­sive.,05-07-2023
Jenin camp res­i­dents start re­build­ing af­ter Is­raeli op­er­a­tion,"Main wa­ter pipeline, elec­tric­i­ty grid and near­ly 80 per­cent of homes in Jenin refugee camp are dam­aged, of­fi­cial says.",05-07-2023
Why did Is­rael use he­li­copter gun­ships on Jenin refugee camp?,An­a­lysts say the use of he­li­copter gun­ships is in­dica­tive of an in­creased in­ten­si­ty in the as­sault against Pales­tini­ans.,05-07-2023
‘No mer­cy’: Pales­tini­ans de­scribe Is­rael’s dead­ly raid on Jenin,Vi­o­lent home in­tru­sions and in­ces­sant shelling tor­ment Jenin res­i­dents in Is­rael’s mil­i­tary op­er­a­tion.,04-07-2023
"Aid groups alarmed at Jenin ac­cess curbs, scale of Is­raeli at­tack",Road blocks and bull­doz­ers plough­ing streets and build­ings are pre­vent­ing life-sav­ing med­ical ac­cess.,04-07-2023
At least 7 hurt in Tel Aviv car-ram­ming and stab­bing at­tack,"Three in se­ri­ous con­di­tion, sus­pect shot dead; Hamas prais­es at­tack as ‘ini­tial re­sponse’ to Is­rael’s as­sault on Jenin.",04-07-2023
Jenin up­dates: Is­rael hits Gaza af­ter 12 killed in Jenin raid,"These were the up­dates for the at­tack on Jenin on Tues­day, July 4.",04-07-2023
‘A real mas­sacre’: Is­rael’s at­tack on Pales­tini­ans in Jenin,Is­raeli forces kill at least nine Pales­tini­ans in the oc­cu­pied West Bank as ma­jor op­er­a­tion con­tin­ues in Jenin.,03-07-2023
Steady US sup­port gives Is­rael ‘cov­er’ to at­tack Jenin: An­a­lysts,"Biden ad­min­is­tra­tion’s un­con­di­tion­al back­ing em­bold­ens es­ca­lat­ing Is­raeli vi­o­lence against Pales­tini­ans, ex­perts say.",03-07-2023
"Is­raeli at­tack on Jenin a ‘new war crime’, Pales­tini­ans say",Pales­tin­ian Au­thor­i­ty urges in­ter­na­tion­al com­mu­ni­ty to ‘take se­ri­ous ac­tion’ as Gaza fac­tions or­gan­ise ral­ly.,03-07-2023
What is be­hind Is­rael’s ma­jor at­tack on Jenin?,Is­rael is only in­creas­ing the scale of its in­cur­sions into oc­cu­pied ter­ri­to­ries in the face of Pales­tin­ian re­sis­tance.,03-07-2023
"‘Crim­i­nal’: Is­rael’s Jenin at­tack sparks con­dem­na­tion, alarm","A num­ber of na­tions, as well as the Arab League, have strong­ly crit­i­cised Is­rael’s at­tacks on Jenin.",03-07-2023
"Jenin up­dates: Pales­tin­ian deaths rise, Is­raeli raid con­tin­u­ing","Is­raeli army launch­es air raids on Jenin refugee camp, in­jur­ing dozens and in­flict­ing heavy dam­age on in­fra­struc­ture.",03-07-2023
Pho­tos: Is­rael’s dead­ly air raids on Jenin refugee camp,"Is­rael forces at­tack camp in oc­cu­pied West Bank for sec­ond time in two weeks, killing at least five and wound­ing dozens.",03-07-2023
Nine Pales­tini­ans killed as Is­rael at­tacks Jenin refugee camp,Is­raeli forces at­tacked Jenin refugee camp in air and ground op­er­a­tions that in­clud­ed mis­siles and in­jured dozens.,03-07-2023
Is­rael to buy new fleet of F-35 fight­er jets fi­nanced by US aid,Is­rael re­mains the only coun­try in the Mid­dle East to have the world’s most ad­vanced fight­er jet in its ar­se­nal.,02-07-2023
"Aus­tralia, Cana­da, UK ‘deeply con­cerned’ over Is­raeli set­tle­ments","The con­tin­ued ex­pan­sion of set­tle­ments is an ob­sta­cle to peace, the three coun­tries said in a joint state­ment.",01-07-2023
Is­rael ac­cused of us­ing ‘au­to­mat­ed apartheid’ in West Bank,Crit­ics say Is­rael is us­ing fa­cial recog­ni­tion tech­nol­o­gy to con­trol Pales­tini­ans un­der oc­cu­pa­tion.,30-06-2023
